speaker_id	conversation_id	derailed	word_count	utterance_count	mean_abs_z	max_z	z_future-progressive-conditional-active	z_future-progressive-indicative-active	z_future-simple-conditional-active	z_future-simple-conditional-passive	z_future-simple-indicative-active	z_future-simple-indicative-passive	z_none-perfect-infinitival-active	z_none-perfect-infinitival-passive	z_none-progressive-infinitival-active	z_none-progressive-participle-passive	z_none-simple-infinitival-active	z_none-simple-infinitival-passive	z_none-simple-participle-active	z_none-simple-participle-passive	z_past-perfect-conditional-active	z_past-perfect-conditional-passive	z_past-perfect-indicative-active	z_past-perfect-indicative-passive	z_past-perfect-progressive-indicative-active	z_past-progressive-conditional-active
Tttom	383831396.28213.28213	1	259	3	0.4005	0.6714	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3866	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Hrafn	432042350.25227.25227	1	119	3	0.3969	1.4123	0.0000	0.0000	0.0000	0.0000	-0.1168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Reddi	432042350.25227.25227	1	55	3	0.6691	1.2200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1202	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Alteripse	139407294.103416.103416	1	1178	4	0.7280	1.0233	0.0000	0.0000	-0.7144	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0233	0.0000	0.3965	-0.7240	-0.7626	0.0000	0.0000	0.0000	-0.7566	0.0000	0.0000	0.0000
Cosmochao	139407294.103416.103416	1	359	3	0.5443	1.2723	0.0000	0.0000	-0.6735	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3067	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5836	0.0000	0.0000	0.0000
Wolfkeeper	151001098.12949.12949	1	151	4	0.5706	1.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4090	0.0000	-0.2433	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Jagged 85	151001098.12949.12949	1	158	3	0.2560	0.4751	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1314	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Tyrannosaurus X	167788255.32606.32606	1	108	4	0.7550	2.5645	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1687	0.2408	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Triceratops9	167788255.32606.32606	1	26	2	1.2126	2.1259	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CBFan	167788255.32606.32606	1	79	2	1.0467	3.7675	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
72.72.198.78	225655655.17055.17055	1	70	2	0.9674	4.2055	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4701	0.0000	0.5647	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThuranX	225655655.17055.17055	1	55	2	0.9756	3.7465	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1894	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
124.185.91.10	225655655.17055.17055	1	72	1	0.6361	0.7984	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
24.115.4.113	225655655.17055.17055	1	21	2	2.3137	3.3338	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Verdatum	225655655.17055.17055	1	27	1	1.9211	2.2179	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Toniher	187452023.186350.186350	1	208	4	0.4550	1.0157	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5787	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mountolive	187452023.186350.186350	1	506	2	0.5640	0.7927	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6765	0.0000	0.0000	0.0000	0.0000	-0.5026	-0.5947	-0.3165	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
161.111.136.166	187452023.186350.186350	1	499	2	0.5041	0.9216	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9216	0.0000	-0.7303	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Maurice27	187452023.186350.186350	1	829	3	0.7333	1.0646	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0646	-0.6830	-0.4329	0.0000	0.0000	0.0000	-0.8347	0.0000	0.0000	0.0000
Matt7895	126409669.13907.13907	1	64	2	0.8259	1.5476	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Nwbeeson	126409669.13907.13907	1	261	1	0.6837	1.2231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.2231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Scientz	126409669.13907.13907	1	56	2	0.5608	0.9413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Petri Krohn	126409669.13907.13907	1	18	1	0.7607	1.2654	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Unigolyn	126409669.13907.13907	1	66	1	1.2570	2.0379	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4077	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
174.88.67.5	461877034.54731.54731	1	577	3	0.6690	1.1245	0.0000	0.0000	-0.8537	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.1245	0.0000	-0.7589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Halaqah	461877034.54731.54731	1	314	2	0.4789	1.0402	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0402	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Filing Flunky	461877034.54731.54731	1	85	1	0.5960	1.0431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
91.125.73.121	461877034.54731.54731	1	73	1	0.4432	1.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4744	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AnonMoos	341913487.5430.5381	1	106	3	0.4438	1.1784	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8195	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Zizouzenati	341913487.5430.5381	1	396	4	0.7558	1.3171	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.3171	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Qwyrxian	446966206.37683.37683	1	104	2	0.4098	1.0861	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1139	0.0000	1.0861	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Sitush	446966206.37683.37683	1	325	4	0.5872	1.2774	0.0000	0.0000	0.0000	0.0000	-0.6718	0.0000	0.0000	0.0000	0.0000	0.0000	-1.2774	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
115.241.247.223	446966206.37683.37683	1	666	5	0.6368	1.0664	0.0000	0.0000	-0.6363	0.0000	-0.5231	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0664	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
77.216.254.117	204198724.11060.11060	1	39	2	1.3093	2.2051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Herunar	204198724.11060.11060	1	355	3	0.5930	1.0932	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0932	0.0000	-0.3476	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FOARP	204198724.11060.11060	1	69	2	0.3010	0.4724	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Eric Kvaalen	800747251.13038.13038	1	235	3	0.5665	0.8860	0.0000	0.0000	0.0000	0.0000	-0.1056	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8860	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Jc3s5h	800747251.13038.13038	1	405	5	0.5820	0.8988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0762	-0.5381	-0.4209	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Senor Cuete	800747251.13038.13038	1	144	3	0.4100	0.7261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4986	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SanchiTachi	133521396.42249.42249	1	141	3	0.3678	0.7442	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4773	0.0000	0.0000	0.0078	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
The Rogue Penguin	133521396.42249.42249	1	90	2	0.2034	0.4961	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Emperor	133521396.42249.42249	1	103	1	0.5537	1.1505	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5989	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Skull 'n' Femurs	38910400.178073.178073	1	410	6	0.5462	0.8883	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6264	0.0000	0.0000	0.0000	0.0000	-0.6206	-0.2618	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Hipocrite	38910400.178073.178073	1	96	3	0.7042	1.9624	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7487	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mathsci	546557839.9783.9783	1	170	3	0.4380	0.9674	0.0000	0.0000	0.0000	-0.4200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6516	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Colleabois	546557839.9783.9783	1	413	4	0.5577	0.9758	0.0000	0.0000	0.0000	0.0000	-0.7402	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9758	0.0000	-0.1757	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Captain Screebo	546557839.9783.9783	1	377	3	0.5811	1.1126	0.0000	0.0000	0.0000	0.0000	-0.7161	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3527	0.0000	-0.6620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Fred Bauder	665641194.121652.121652	1	352	6	0.4581	0.8569	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0666	-0.4955	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Jfeise	665641194.121652.121652	1	121	3	0.3947	0.9406	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1267	-0.0702	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
78.48.130.7	327532554.4437.4437	1	107	2	0.3212	0.8117	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
194.66.238.27	327532554.4437.4437	1	70	1	0.4313	0.6946	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Curly Turkey	327532554.4437.4437	1	67	2	0.2946	0.4240	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4240	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
178.137.59.136	327532554.4437.4437	1	19	2	1.7123	2.2906	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Authalic	83888519.102297.102297	1	179	2	0.6049	1.0966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mdf	83888519.102297.102297	1	139	1	0.6565	1.4967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5737	0.0000	-0.1831	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mossig	83888519.102297.102297	1	92	2	0.3216	0.7161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Pfalstad	83888519.102297.102297	1	51	2	0.8494	1.8455	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SkepticalRaptor	491717077.5769.5769	1	397	4	0.4969	1.1362	0.0000	0.0000	-0.7191	0.0000	-0.7300	-0.6178	0.0000	0.0000	0.0000	0.0000	-1.1362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
70.24.251.208	491717077.5769.5769	1	34	1	0.6525	1.6673	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LtPowers	491717077.5769.5769	1	65	2	0.5374	0.9435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3909	0.9435	0.6806	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Achim1999	497449639.16997.16997	1	440	7	0.5152	0.9825	0.0000	0.0000	0.0000	0.0000	-0.5188	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1894	-0.5606	-0.4624	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Dicklyon	497449639.16997.16997	1	136	2	0.3745	0.9694	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9694	0.0221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BernieW650	428667627.34242.34242	1	420	5	0.5686	0.9019	0.0000	0.0000	0.0000	0.0000	-0.7444	0.0000	0.0000	0.0000	0.0000	0.0000	0.9019	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
V7-sport	428667627.34242.34242	1	519	4	0.5098	0.8991	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4439	0.0000	-0.3321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
N-HH	844101922.54990.54990	1	473	4	0.6267	0.8067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2808	0.0000	-0.4958	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ZinedineZidane98	844101922.54990.54990	1	108	2	0.5926	1.2691	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
117.192.217.240	484796662.8189.8712	1	34	1	1.2919	1.4123	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
86.44.202.60	484796662.8189.8712	1	88	2	0.7754	2.5961	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1380	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Cls14	484796662.8189.8712	1	127	2	0.8080	2.5788	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BarretB	484796662.8189.8712	1	58	1	0.9175	1.7147	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2572	0.0000	0.0000	0.0000	0.0000	0.0000	1.7147	0.0000	0.0000	0.0000
62.78.196.37	484796662.8189.8712	1	66	2	0.7322	1.4534	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4077	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Xashaiar	350919846.97689.97689	1	258	5	0.4211	1.2198	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.2198	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Babakexorramdin	350919846.97689.97689	1	184	4	0.3906	0.7432	0.0000	0.0000	0.0000	0.0000	-0.4261	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Human3015	675192756.77379.77379	1	56	2	0.4455	0.6097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CushionMail	675192756.77379.77379	1	284	3	0.4853	0.9622	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4845	0.0000	-0.5704	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Onel5969	675192756.77379.77379	1	537	3	0.4899	0.9021	0.0000	0.0000	0.0000	0.0000	-0.6044	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4260	-0.3941	-0.3526	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Guettarda	19594450.664.739	1	366	4	0.4870	0.8700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5150	0.0000	0.0000	0.0000	-0.3606	0.0000	0.0000	0.0000	0.0000	0.0000
DropDeadGorgias	19594450.664.739	1	229	2	0.3112	0.6084	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1190	0.0000	-0.2409	0.0000	-0.0207	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Gruepig	19594450.664.739	1	22	1	1.5595	2.1784	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CaribDigita	19594450.664.739	1	131	1	0.2703	0.5456	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1505	0.0000	-0.1367	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Josh Parris	19594450.664.739	1	16	1	4.2097	4.2097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Jossi	174716255.24308.24308	1	234	5	0.4812	0.9792	0.0000	0.0000	-0.4188	0.0000	-0.1018	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8834	0.0000	-0.4910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Critical Reader	174716255.24308.24308	1	427	3	0.5331	0.8113	0.0000	0.0000	0.0000	0.0000	-0.7484	0.0000	0.0000	0.0000	-0.6395	0.0000	-0.6556	0.0000	-0.2008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Eugnostos	334523903.54266.54266	1	285	5	0.4839	1.2463	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.2463	0.0000	-0.2017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Ari89	334523903.54266.54266	1	111	3	0.2949	0.8501	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8501	0.0000	0.0083	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Andrew c	334523903.54266.54266	1	27	1	1.7400	4.7217	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1687	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VanishedUserABC	334523903.54266.54266	1	34	2	0.7341	1.3227	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
84.109.66.55	180775772.3392.3392	1	48	2	1.9040	3.0027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Sh3	180775772.3392.3392	1	170	3	0.3512	0.8198	0.0000	0.0000	0.0000	0.0000	0.2335	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6516	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FisherQueen	180775772.3392.3392	1	54	1	0.3638	0.6702	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1652	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TheFarix	180775772.3392.3392	1	25	1	2.8778	5.2655	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Bosniak	180775772.3392.3392	1	75	1	0.6345	1.7648	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5387	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mercenary2k	89284469.40985.40985	1	26	2	2.6236	5.7003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.5907	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Hkelkar	89284469.40985.40985	1	19	1	2.8582	3.2624	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Dangerous-Boy	89284469.40985.40985	1	18	1	11.7683	11.7683	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Iquadri	89284469.40985.40985	1	14	1	2.8971	5.5130	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NadirAli	89284469.40985.40985	1	60	2	0.7576	1.7028	0.0000	0.0000	1.7028	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9019	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Monochrome Monitor	689554233.94320.94320	1	115	4	0.7906	1.3954	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SchroCat	689554233.94320.94320	1	24	1	0.6626	0.6841	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
William Avery	689554233.94320.94320	1	36	1	1.9015	3.3012	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5018	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mladifilozof	215856612.69355.69355	1	24	2	1.6381	2.3830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Twalls	215856612.69355.69355	1	167	3	0.6494	1.0677	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0677	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
